generation,chain,participant,edit_idx,sentence_idx,original,edited,explanation
5,5,R_8g18LdWE7QY10Qv,6,7,Millions are spent for a 30 second spot by advertisers who want to make a statement and create something remembered long after the game is over.,Millions are spent for a 30 second spot by advertisers looking to make a statement and create something remembered long after the game has finished.,I made a couple of changes that could make the text more natural sounding without changing the meaning or text very much.
5,5,R_8g18LdWE7QY10Qv,7,8,The Super Bowl is much more than a football game.,The Super Bowl is so much more than a football game.,I added a word to emphasise the intent of the sentence.
5,5,R_8g18LdWE7QY10Qv,8,9,"It is an event families and people from all walks of life look forward to each year to come together and share good food, great company and fun entertainment.","It is an event that families and people from all walks of life look forward to each year as they come together and share good food, company and fun entertainment.",Again I made some small changes to make the text a little more natural sounding.
5,5,R_8g18LdWE7QY10Qv,9,10,The Super Bowl is an important part of America's tradition.,The Super Bowl is an important part of the American tradition.,I made a small change out of personal preference.
5,6,R_2uquC3Lpj0RWO8e,1,0,"From churchgoers in Venezuela who roller skate, to children in Germany who throw shoes.","Every December, Europe follows cherished traditions, such as children in Germany throwing shoes and a gift-bearing witch in Italy. These sound a little strange to Americans.","Venezuela is not in Europe! It is irrelevant here. The ""from...to"" is a typical LLM construction and starting with it would be an immediate giveaway. So I started with quite a boring phrase, but included two examples (including one from the final sentence of the original text)."
5,6,R_2uquC3Lpj0RWO8e,2,1,"Every December Europe is nice place with traditions that sound little strange for Americans but, nonetheless are cherished by various countries in Europe.",,"I incorporated this into the first or introductory sentence. I deleted ""various countries in Europe"" because it is unnecessary, and sounded a bit vague or wishy-washy."
5,6,R_2uquC3Lpj0RWO8e,3,2,"In Catalonia, Spain the Caga Tió is a log that is placed in the house and fed for weeks before Christmas.","In Catalonia in Spain, the Caga Tió is a log that is placed in the house and fed for weeks before Christmas.","I didn't like the punctuation here, so I changed it slightly to read more easily."
5,6,R_2uquC3Lpj0RWO8e,4,3,"On Christmas Eve, children beat the log with sticks while singing, and waiting and hoping for it to produce for the eager children sweets and small gifts.","On Christmas Eve, children sing and beat the log with sticks, hoping for it to produce sweets and small gifts.","I thought the writing was too flowery with unnecessary words, so I simplified it by cutting out some of the text."
5,6,R_2uquC3Lpj0RWO8e,5,4,"The festive season in Austria and parts of southern Germany is not celebrated in the same way as other countries, it is dark and eerie, not as warm or bright and just a little creepy.",The festive season in Austria and parts of southern Germany is not celebrated in the same way as elsewhere. It is dark and a little creepy.,"Similar to sentence 4, I wanted to simplify the writing to make it easier to read. So I cut out quite a few words. |"
5,6,R_2uquC3Lpj0RWO8e,6,5,"Men dressed as horned Krampus creatures walk through town squares, rattling chains and playfully chasing children and other fun-loving spectators, reviving a centuries old Alpine legend meant to frighten naughty children.","Men dressed as horned Krampus creatures walk through town squares, rattling chains and playfully chasing children and other spectators, reviving an old Alpine legend meant to frighten naughty children.","""fun-loving"" sounded a bit unnatural to me, so I deleted it. Similarly, ""old"" is just as good as ""centuries old"". I could have deleted ""Alpine"" too as it's also unnecessary and unnatural."
5,6,R_2uquC3Lpj0RWO8e,7,6,"In Ukraine, Christmas tree is illuminated with fake spider webs, inspired by a legend in which spiders spun silver threads to help a poor family celebrate their Christmases.","In Ukraine, Christmas trees are illuminated with fake spiders' webs, inspired by a legend in which spiders spun webs to help a poor family celebrate Christmas.","The ""Christmas tree is"" phrase needed to be changed to make it read like normal English. Similarly, people wouldn't naturally use ""their Christmases""."
5,6,R_2uquC3Lpj0RWO8e,8,7,Households in Norway tend to hide their brooms on Christmas Eve to prevent mischievous and naughty spirits said to fly in the sky during the night.,"Families in Norway hide their brooms on Christmas Eve, to deter mischievous  spirits which are said to fly at night.","""Families"" sounded more human than ""Households"". I also cut out some text to make the sentence shorter and less verbose."
5,6,R_2uquC3Lpj0RWO8e,9,8,"These bizarre traditions showcase Europe’s rich history of folklore, faith and fun, reminding visitors that the magic of Christmas often lies in the delightfully unexpected places.","These unusual traditions demonstrate Europe’s long history of folklore, reminding visitors that the magic of Christmas often lies in unexpected places.","The ""folklore, faith and fun"" alliteration sounded like an AI rhetorical flourish, so I replaced it by simply ""folklore"". ""Delightfully"" is an unnecessary adjective that AIs often introduce, so I deleted it. Also ""showcase"" sounded a bit fancy, so I used a simpler word."
5,6,R_2uquC3Lpj0RWO8e,10,9,"From Italy’s gift bearing witch La Befana to the Czech custom of tossing shoes to predict marriage, the continent embraces the joys of Christmas celebrations in this festive winter season.",The continent enjoys its celebrations at Christmas.,"Again, the ""from... to..."" is an AI giveaway so I deleted it. I switched the witch example to the first sentence, and just left a very simple concluding sentence."
5,7,R_2F40Wt0QVy8ZstB,1,0,"The 30th May marks an important milestone in WMNO’s history, showing the many positive changes that have taken place at WMMO over the years.","The 30th May is a hugely important day in the history of WMNO, highlighting huges amounts of change over the years.",I wanted to rewrite as much as possible whilst keeping the premise the same.
5,7,R_2F40Wt0QVy8ZstB,2,1,"WMMO moved to a fully classic rock format in 1985, kicking things off with a track from the Rolling Stones.",In 1985 WMMO famously moved exclusively to a classic rock format that was spearheaded by a new single from the Rolling Stones.,I preferred how this read.
5,7,R_2F40Wt0QVy8ZstB,3,2,The debut song that morning “Start Me Up” sparked a new era that Central Florida audiences quickly related to.,A debut song “Start Me Up” sparked a new era that Central Florida audiences quickly related to.,I liked the original text so didn't change much here
5,7,R_2F40Wt0QVy8ZstB,4,3,"Then in 1999, WMMO rolled out its annual Memorial Weekend Rock Marathon, a now staple time in the history of the brand.","Then in 1999, WMMO debuted it's annual Memorial Weekend Rock Marathon, an iconic moment in the brands history.","I felt my version read better, I didn't like the sound of the phrase ""staple time"""
5,7,R_2F40Wt0QVy8ZstB,5,4,This gave fans 48 hours of classic rock with barely any interruptions.,Why? It gave fans 48 hours of uninterrupted classic rock.,Asking the rhetorical question made it feel more human.
5,7,R_2F40Wt0QVy8ZstB,6,5,"In 2012, WMMO launched its revamped mobile app to keep up with the moderising world, connecting a whole new generation of digital listeners with exclusive backstage interviews and live concert streams.","In 2012, WMMO launched its revamped mobile app to keep up with the modernising world, connecting a whole new generation of digital listeners with exclusive backstage interviews and live concert streams.",There was a typo from the AI.
5,7,R_2F40Wt0QVy8ZstB,7,6,This colloborated the modern day culture of music whilst preserving WMNO's commirtment to its fans.,Merging the modern day culture of music and streaming whilst still preserving WMMO'S fan commitment.,Merging felt more appropriate than collaboration.
5,8,R_7lPd9Y5njvzuWFr,1,0,The Egyptian Red Sea islands of Tiran and Sanafir have been officially returned to Saudia Arabia.,It is official now that the Red Sea islands of both Tiran and Sanafir were returned to Saudi Arabia.,I was told to make the sentence sound more like a person wrote it and this to me is how I would have said this statement instead of the way the original was wrote. This tells a person right away that what I am about to say is official instead of putting the official at the end.
5,8,R_7lPd9Y5njvzuWFr,2,1,Some people have seriously opposed this transfer of territories.,Quite a few people are seriously opposed about this transfer of these territories.,some could mean two or five or eight where quite a few sounds a lot more realistic to the topic I am restructuring these sentences for.
5,8,R_7lPd9Y5njvzuWFr,3,2,"Both governments believe that this will strengten economic relationships and will lead to better partnerships between the two countries, and will also restore rightful ownership to Saudi Arabia.",Both of the governments involved think that this is going to make the economic relationships stronger and that it could actually lead to better partnerships between these two countries. This could also restore the rightful ownership of Saudi Arabia as well.,This sounds more human and grammatically correct to the way my English teacher told me how to talk and write and I think having more words to explain this makes it more human than a littler number of big words. The little filler words and stuff are going to make it more human in my eyes.
5,8,R_7lPd9Y5njvzuWFr,4,3,People who have opposed this transfer have quickly responded by challenging this in court.,The ones that opposed the transfer quickly challenged this in court.,Because the ones is refering to those that made the transfer where people could be anyone like the Saudis or the other two countries or anyone else in the globe. People sounds too many where the ones can help narrow it down to the ones involved in who this letter is talking about. It is hard to put in words exactly why but people sounds to vague where the ones makes it more clear that I mean the ones who opposed this Saudi action.
5,8,R_7lPd9Y5njvzuWFr,5,4,"As a result of this, there are mouting tensions across the nation and people are beginning to discuss the process in which the transfer took place.",The tensions are mounting because of this which is making the people in these nations talk about the transfer that actually took place.,We already know it is going to be about the result so I thought it was more human like to talk about the tensions first because humans always talk about the worse things before they talk about the good things and I think when they see tension wrote before result they are going to say that definitely a human wrote it and not some bot.
5,8,R_7lPd9Y5njvzuWFr,6,5,Officials have stated that movement across the region will not be affected and there will be international agreements to back it up.,According to officials the movement across the region is not going to be affected and there aren't going to be any kind of national agreements to back this up either.,I would always say it this way in real life too. Officials stated sounds straight out of a dictionary where when you hear according to which is something many real humans out loud it automatically makes it more obvious wrote by a human. they will know a human wrote it and not an Ai where if it says officials they are bound to think it is dictative like an AI can be in sentences.
5,8,R_7lPd9Y5njvzuWFr,7,6,Saudi Arabia welcomed the news suggesting that it clears the way for increased cooperation between the two governments.,The Saudi Arabians welcomed this news and then suggested that it actually cleared the way for more cooperation between the two governments.,No human would start off a sentence with a region at least none that I know so to make the structure of this one more human I scrambled it to make it sound like a human and not a dictative webster dictionary entry. I would have always said it as The Saudi Arabians because they are people and the Saudi Arabia structure first feels inhuman and dictative.
5,8,R_7lPd9Y5njvzuWFr,8,7,Official handover of the islands is expected after final ratification of the agreement.,The handover of the islands is expected after the final signing of the agreement which is going to be what makes it official.,Official Handover is not the way any human I know starts a sentence at all. To be more like a person or human I wrote this exactly the way I would say it which is The Handover because that is how all of the human beings I know talk. I took out the ratification word because I do not know what it means and I am following rules which is not to look up anything while I am in this study. I was going to look in my webster dictionary on my desk but I thought that would be cheating and I do not want to get in trouble at all because I have been working very hard here for over thirty minutes trying my best.
5,8,R_7lPd9Y5njvzuWFr,9,8,Reporters and news agencies are hinting that there could be civil unrest which could result in more tensions between the two countries.,News outlets and reporters have been making some hints that there may be some unrest among civilization which could possibly make more tensions turn up between these two countries.,"I do not personaly call any news channel an agency, that sounds like something NEo in the Matrix would say which is very AI like and robotic so I automatically switched the word agency to outlet to make it sound like a real live human wrote it. Then for the rest of it I took out all of the serious style of writing and wrote how I would talk to make it as human as humanly possible where the original one had no soul or feeling I tried to make mine feel real especially as it is the closing part of the writing to the other people."
5,9,R_7o12nuNOQsa8pSV,1,0,A solar eclipse is one of the most breathtaking events in nature.,A solar eclipse is considered one of the most amazing events in nature.,"It's not factually considered by all to be the most amazing event, and the word amazing feels more natural."
5,9,R_7o12nuNOQsa8pSV,2,1,"All over the world, people wait in anticipation for it, and even plan parties or holidays in order to watch it with family and friends!",People all around the world look forward to solar eclipses and sometimes even plan trips or gatherings so they can watch them with family and friends.,This has a more natural flow for readability.
5,9,R_7o12nuNOQsa8pSV,3,2,"However, there are actually three different types of eclipses, these are called total, annular, and partial.","However, there are three main types of solar eclipses known as total, annular, and partial eclipses.",It sounds less formal and more natural.
5,9,R_7o12nuNOQsa8pSV,4,3,"When the Moon passes between the Earth and the Sun, it temporarily blocks some or all of the Sun’s light which is also known as a 'solar eclipse'.",A solar eclipse happens when the Moon moves between the Earth and Sun and temporarily blocks either some or all Sunlight.,This just sounds much more informal and like a person speaking.
5,9,R_7o12nuNOQsa8pSV,5,4,"A total eclipse is when the Moon completely covers the Sun, and only a faint outline of the Sun, the corona, is visible from Earth.","A total eclipse occurs when the Moon completely blocks the Sun, leaving only the Sun's faint outer atmosphere, called the corona, visible from Earth.",My version has a better flow and sentence structure.
5,9,R_7o12nuNOQsa8pSV,6,5,"Similarly, in an annular eclipse, the Moon and Sun are completely aligned, but because the Moon is too far from Earth, a small ring of the Sun is still visible.","In an annular eclipse, the Sun and Moon line up as well, but because the Moon is further away from the Earth, it appears smaller and doesn't completely cover the Sun, which leaves a small bright ring.","It has a more conversational, smooth flow."
5,10,R_8oApa99yJTmQRpp,1,0,"Firefighting is a physically demanding profession, and most departments require candidates to pass rigorous physical tests before becoming a firefighter.","Firefighting is a physically demanding profession, with most departments requiring candidates to pass rigorous physical tests before becoming a firefighter.",To make it flow a little better
5,10,R_8oApa99yJTmQRpp,2,1,Recruits must pass exams that simulate real-life emergencies.,Recruits must sit exams that simulate a number of real-life emergencies.,"Again, to make it flow a little better"
5,10,R_8oApa99yJTmQRpp,3,2,The typical Candidate Physical Ability Test (CPAT) includes eight timed events.,The Candidate Physical Ability Test (CPAT) includes eight timed events.,Because the word 'typical' isn't necessarily needed here if that's what the test includes
5,10,R_8oApa99yJTmQRpp,4,3,"Applicants must climb stairs while carrying weighted equipment, dragging charged hoses across a set distance, and raise and extend heavy ladders.","Applicants must climb stairs while carrying weighted equipment, dragging charged hoses across a set distance, as well as raising and extending heavy ladders - all things that are required as part of the job.",For flow
5,10,R_8oApa99yJTmQRpp,5,4,"Training requires applicants to  pass forcible entry simulations, using weighted sleds though dark, confined spaces to rescue a mannequin.","Firefighting training requires applicants to fully pass a range of situations, including forcible entry simulations, and using weighted sleds though dark and confined spaces to work to rescue a mannequin.",There weren't too many other ways to say this!
5,10,R_8oApa99yJTmQRpp,6,5,"Strength, endurance, agility, and cardiovascular fitness are measured during the evaluation.","Strength and endurance, as well as agility and cardiovascular fitness, are measured during the evaluation.","The oxford comma is correct here, but gave it away that a LLM had maybe been used!"
5,10,R_8oApa99yJTmQRpp,7,6,Candidates wear a weighted vest to replicate a firefighter's protective gear.,"To replicate a firefighter's protective gear in everyday settings, candidates must also wear a weighted vest.","Again, just changed for general flow"
5,10,R_8oApa99yJTmQRpp,8,7,"The test must be completed within10 minutes, to prove both speed and stamina.","The test must be completed within a set timeframe of 10 minutes, to ensure both speed and stamina.",Same as before - just for flow
5,10,R_8oApa99yJTmQRpp,9,8,Meeting these standards is essential for firefighters to be able to protect the public.,"Essential for firefighters, meeting these standards is necessary to be able to protect the public when in the role.",Wanted to emphasise that it's important for the actual job
5,10,R_8oApa99yJTmQRpp,10,9,Failure rates are high.,"Failure rates can be high, therefore the test is beneficial to assess this candidate to perform their skills in a real-life setting.","This is a very short sentence, and not one that's commonly found in most writing"
5,10,R_8oApa99yJTmQRpp,11,10,Anyone considering a career as a firefighter should build their abilities with strength training and aerobic conditioning to prepare for the tests.,"Anyone considering a career as a firefighter should prepare for the tests, with exercises such as strength training and aerobic conditioning proving beneficial.","A full range of fitness / exercises are recommended, not just these two"
5,11,R_6khAlL6BYyGC0kn,1,0,"Across the United States and Canada, indigenous communities are re-turning to traditional birth practices that have been suppressed for generations.","Within United States and Canada, indigenous communities are returning to traditional birth practices that have been suppressed for generations.",I wanted to make changes that make sense but also make the passage sound human written
5,11,R_6khAlL6BYyGC0kn,2,1,Colonial policies forced women into hospitals but now community-led midwifery is making a return to reserves and rural homelands.,Colonial policies forced women into hospitals but now community-led midwives are making a return to reserves and rural homes.,I wanted to make changes that make sense but also make the passage sound human written.
5,11,R_6khAlL6BYyGC0kn,3,2,"Young midwives are being taught ancestral teachings that view birth as a sacred ceremony rather than a medical emergency, and expectant mothers are once again surrounded by family, language and culture.","Young midwives are being taught traditional teachings that view birth as a sacred ceremony rather than a medical emergency, and expectant mothers are once again surrounded by family, and culture.",I'm just replacing/removing some words with similar ones to bypass AI detection.
5,11,R_6khAlL6BYyGC0kn,4,3,"In Northern Manitoba, a new Indigenous-run birthing center reports that more than 60 families have chosen to deliver there since it opened last year which is reducing medical costs and strengthening cultural bonds within the community.","In Northern Manitoba, a new Indigenous-run birthing center reports that more than 60 families have chosen to deliver there since it opened last year which is reducing medical costs and strengthening bonds within their community.",I didn't feel like I could modify much here without changing the entire paragraph.
5,11,R_6khAlL6BYyGC0kn,5,4,Research shows maternal mental health and breastfeeding rates have improved through this community-based prenatal care.,Research shows an increase in maternal mental health and breastfeeding rates due to this community-based prenatal care.,Simplified the message so it sounds more human written
5,11,R_6khAlL6BYyGC0kn,6,5,"People who agree with this way of pregnancy care, argue the movement is not a rejection of modern medicine but instead a blending of clinical training with tradition.","People who agree with this way of pregnancy care, argue the movement is not a rejection of modern medicine but instead a blending of modern and traditional medicine.",Simplified the message again for this reason
5,11,R_6khAlL6BYyGC0kn,7,6,"Federal and provincial agencies have begun funding Indigenous midwifery programs, acknowledging that the past has involved detrimental policies.","Federal and provincial agencies have started funding Indigenous midwifery programs, acknowledging that the past has involved harmful policies.",simplified/changed words to seem more human written
5,11,R_6khAlL6BYyGC0kn,8,7,"For many families, however, the revival is about sovereignty as much as safety — restoring the right to welcome children into the world in their native lands according to their own laws and way of life.","For many families, however, the revival is about sovereignty as much as safety — restoring the right to welcome children into the world in their own homes and communities according to their own laws and ways of life.",changed what I could to seem human written
5,11,R_6khAlL6BYyGC0kn,9,8,Leaders suggest the resurgence signals improved bonds and healing across the generations and communities are renewed and strengthened nationwide.,Many leaders suggest the resurgence of traditional birth practices in Indigenous communities signals improved bonds and healing across the generations and communities are renewed and strengthened nationwide.,Made it sound more appropriate and human written
5,12,R_3mFzXZojjn3UNZY,1,0,"In sad news today, Barbara Bush, the former first lady of the United States and matriarch of one of the country’s most prominent political families, has died at the age of 92.","It was announced earlier this morning Barbara Bush, the former first lady of the United States and matriarch of one of the country’s most prominent political families, has passed away at the age of 92.","I feel the changes I make sound much more human like, the term died although not incorrect is often avoided."
5,12,R_3mFzXZojjn3UNZY,2,2,"Barbara was the loving wife of the 41st president, George H.W, and served as the first lady from 1989 to 1993.","Barbara was the loving wife of the 41st president, George H.W Bush, and served as the first lady from 1989 to 1993.",I feel his last name is most recognizable.
5,12,R_3mFzXZojjn3UNZY,3,3,"Barbara was known for her trademark white hair, quick-wit and she was an outspoken advocacy for literacy.","She was known for her trademark white hair, quick-wit and her outspoken advocacy for literacy.",Referring to her over and over again by her first name feels repetitive and less human like to me.
5,12,R_3mFzXZojjn3UNZY,4,4,"She founded the Barbara Bush Foundation for Family Literacy in 1989, helping to raise millions of dollars to promote programs nationwide.","She founded the Barbara Bush Foundation for Family Literacy in 1989, helping to raise millions of dollars to promote literacy programs nationwide.",I though it should be more clear what programs were being supported.
5,12,R_3mFzXZojjn3UNZY,5,5,"She was born in New York City in 1925 by the name Barbara Pierce, was married  in 1945 and raised six children, including former President George W. Bush and former Florida Governor Jeb Bush.","She was born in New York City in 1925 by the name Barbara Pierce, got married  in 1945 and raised six children, including former President George W. Bush and former Florida Governor Jeb Bush.",Simply sounds better to me.
5,12,R_3mFzXZojjn3UNZY,6,6,"She was widely regarded as a reassuring presence and council within the Bush family, and a genuine voice in American politics.","She was widely regarded as a reassuring presence within the Bush family, and a genuine voice in American politics.",This just seems like something written by AI to me.
5,14,R_81tu7jXnlaRdqfR,1,0,"Scientists have identified 91 previously known volcanoes buried deep beneath the Antarctic Ice Sheet, dramatically reshaping our understanding of the continent’s geology.","Scientists have identified 91 previously known volcanoes buried deep beneath the Antarctic Ice Sheet, reshaping our understanding of the continent’s geology.",not needed
5,14,R_81tu7jXnlaRdqfR,2,1,"The discoveries, made using ice-penetrating radar and satellite data, show a vast volcanic province stretching across West Antarctica.","The discoveries show a vast volcanic province stretching across West Antarctica with peaks as tall as 4,000 meters in height.",Merged the sentences and removed a part which I felt was not needed.
5,14,R_81tu7jXnlaRdqfR,3,2,"They have peaks ranging from 100 meters to nearly 4,000 meters in height.",,merged the sentences together to make the other one make sense and they can be the same one
5,14,R_81tu7jXnlaRdqfR,4,3,"According to researchers, the scale of the hidden chain rivals some of the world’s most active volcanic regions.","According to researchers, the scale of the this discovery rivals some of the world’s most active volcanic regions.",I forgot to remove the word the to. There was too much in this sentence which was not needed.
5,14,R_81tu7jXnlaRdqfR,5,4,"Direct observation is impossible without advanced imaging technology, though it remains unclear how many of the volcanoes are dormant or potentially active, with most being concealed beneath two kilometres of ice.","Direct observation is impossible without advanced imaging technology, though it remains unclear how many of the volcanoes are dormant or active, with most under two kilometres of ice.",these word felt unnecessary.
5,14,R_81tu7jXnlaRdqfR,6,5,These findings bring to our attention some important questions about the stability of the Antarctic Ice Sheet.,These findings highlight some important questions about the stability of the Antarctic Ice Sheet.,These words could be replaced by one word.
5,14,R_81tu7jXnlaRdqfR,7,6,"Scientists warn that geothermal heat from volcanic activity could increase melting from below, potentially influencing global sea levels.","Scientists warn that geothermal heat from the volcanic activity could increase melting from below, potentially influencing global sea levels.",it felt like this word was needed in the sentence and I would have added it.
5,14,R_81tu7jXnlaRdqfR,8,8,"However, experts note that more research is required to determine whether any of the volcanoes pose an immediate threat.","However, more research is required to determine whether any of the volcanoes pose an immediate threat.",If you are not going to directly reference who the experts are then don't mention them. To mention them means you are going to directly reference them.
5,14,R_81tu7jXnlaRdqfR,9,9,"Taking this all together means that the region may be more geologically dynamic than previously believed, and researchers plan further surveys to map the area in greater detail.","Taking this all together means that the region may be more geologically dynamic than previously believed, therefore researchers must plan further surveys to map the area in greater detail.",To suggest that they need to plan rather than saying it is already underway.
5,15,R_8BX8JzWbl7tGnMR,1,0,"For more than 100 years, the Congressional Baseball Game has brought Republicans and Democrats together for a friendly game away from politics.",Baseball Game has brought Republicans and Democrats together for a friendly game away from politics for more than a century.,To make it sound like a human wrote it.
5,15,R_8BX8JzWbl7tGnMR,2,1,The game started in 1909 and is still played every year by members of the House and Senate.,In 1909 the first game started and it has been played every year by members of the House and Senate since.,To make it sound like a human wrote it.
5,15,R_8BX8JzWbl7tGnMR,3,2,"Representative John Tener of Pennsylvania, a former professional baseball player, organized the first game.","John Tener, a representative of Pennsylvania is a former professional baseball player and he organized the first game.",To make it sound like a human wrote it.
5,15,R_8BX8JzWbl7tGnMR,4,3,"The early games were not always taken seriously, and some were interrupted by major world events, but the tradition continued and became a well-known part of Washington culture.","People didn't take the games seriously when it first started.  They even fell below major world events, however the tradition continued is part of Washington culture today.",To make it sound like a human wrote it.
5,15,R_8BX8JzWbl7tGnMR,5,4,"By the mid-1900s, the game was much more popular, with big crowds showing up and more money going to charities.","In the mid-1900s, bigger crowds started showing up and more money going to charities.",To make it sound like a human wrote it.
5,15,R_8BX8JzWbl7tGnMR,6,5,"Over the years, Republicans and Democrats have split into their own teams and often practice for weeks before the game.",Republicans and Democrats have split into their own teams and often practice for weeks before the game.,To make it sound like a human wrote it.
5,15,R_8BX8JzWbl7tGnMR,7,6,"The event is now a big fundraiser, raising millions for groups like the Boys & Girls Clubs of Greater Washington, the Washington Literacy Center, and the U.S. Capitol Police Memorial Fund.","Now baseball is a big fundraiser, that supports groups like the Boys & Girls Clubs of Greater Washington, the Washington Literacy Center, and the U.S. Capitol Police Memorial Fund.",To make it sound like a human wrote it.
5,15,R_8BX8JzWbl7tGnMR,8,7,"Even during times of national tension, the game has been seen as a symbol of unity.",Baseball is seen as a symbol of unity even during times of national tension.,To make it sound like a human wrote it.
5,15,R_8BX8JzWbl7tGnMR,9,8,"After the 2017 shooting at a practice session, lawmakers returned to the field later that year as a sign of solidarity.",As a sign of solidarity lawmakers stopped playing for a year after the 2017 shooting.,To make it sound like a human wrote it.
5,15,R_8BX8JzWbl7tGnMR,10,9,"Today, the Congressional Baseball Game is still played every year and remains a long-running tradition that brings lawmakers together through baseball.",Congressional Baseball Game is still played every year and remains a long-running tradition that brings lawmakers together through baseball.,To make it sound like a human wrote it.
5,16,R_8Cf0G5yUFSKoyd6,1,0,The Government has recently announced a new initiative for the creation of a protected maritime corridor on Irelands coastline seeking to create shelter for small vessels during increasing weather-related emergencies on Irelands coastline.,"In order to create shelter for small vessels during increasing weather related emergencies, the Government has recently announced a new initiative for a protected maritime corridor on Irelands coastline.",The sentence was too long and needed some punctuation to make it easier to read
5,16,R_8Cf0G5yUFSKoyd6,2,1,"The new maritime corridors aims to provide monitored anchorage, emergency supplies and rapid-response crews trained in medical and mechanical support.","The new maritime corridors aims to provide monitored anchorage, emergency supplies and also includes rapid response crews that are trained in medical and mechanical support.",added more natural language to the sentence and removed the hyphen which is often omitted when written  by a real person.
5,16,R_8Cf0G5yUFSKoyd6,3,2,This new initiative was brought on as a result of calls for action undertaken from lessons learnt where fishing boats and recreational sailors were left in dire need of assistance following recent storms.,This new initiative was brought on as a result of calls for action after fishing boats and recreational sailors were left in need of urgent assistance due to recent storms.,The sentence was too long and the structure was unnatural
5,16,R_8Cf0G5yUFSKoyd6,4,3,"Transport Minister Aoife Gallagher described the project as “a commitment to safety, solidarity and sustainable seas.” Environmental groups have welcomed strict limits on commercial traffic within the corridor, aiming to reduce collision risks and safeguard marine life.","Transport Minister Aoife Gallagher described the project as “a commitment to safety, solidarity and sustainable seas.” Environmental groups have welcomed the creation of the corridor which includes strict limits on commercial traffic, aiming to reduce collision risks and safeguard marine life.",used the word corridor twice which didn't read well.
5,16,R_8Cf0G5yUFSKoyd6,5,4,Supporting this project a €45 million investment has also been made which will be used to aid Harbour Masters in cooperating with the Irish Coast Guard by using tracking systems along with volunteers receiving training that will assist during relief efforts.,A €45 million investment has also been made in support of this project which will be used to aid Harbour Masters in cooperating with the Irish Coast Guard. This will involve using tracking systems along with training volunteers to assist during relief efforts.,Another long sentence that needed breaking up to read more naturally
5,16,R_8Cf0G5yUFSKoyd6,6,5,Experts believe that this initiative could serve as a model for other nations facing volatile weather patterns.,Experts are in agreement that this initiative could serve as a model for other nations who are facing volatile weather patterns.,Added some more natural words to the sentence
5,17,R_4BlGFW4T0CllOiz,1,3,"Developed by environmental startups and university researchers, such as [company name], the drones are able to map barren terrain.","Developed by environmental startups and university researchers, such as Julius Berger, the drones are able to map barren terrain.",It should bear the company's name
5,17,R_4BlGFW4T0CllOiz,2,4,"According to project leaders (relevant citation, date), a single drone can plant up to 40,000 trees per day, far surpassing traditional efforts.","According to project leaders 2025 et at, a single drone can plant up to 40,000 trees per day, far surpassing traditional efforts.",it should have the citation title and date
5,17,R_4BlGFW4T0CllOiz,3,9,"Environmental advocates welcome the solution, (relevant citation, date) explains that the technology could prove crucial as wildfires, logging and agricultural expansion continue to shrink forests worldwide.","Environmental advocates welcome the solution, 2025 et al explains that the technology could prove crucial as wildfires, logging and agricultural expansion continue to shrink forests worldwide.",It should have the citation and date
5,17,R_4BlGFW4T0CllOiz,4,12,"For example, in Brazil [Relevant data given].","For example, in Brazil 2025 et al.",It should have a citation and date
5,18,R_2IwbQBIy7ODKHCN,1,0,The rise of Russia’s oligarchs is rooted in the transition from a state-controlled economy to capitalism which occurred in the early 1990s.,The rise of Russia’s oligarchs began in the early 1990s when the state-controlled economy transformed into a capitalist one.,I made the change to make the sentence different enough to pass a plagiarism test.
5,18,R_2IwbQBIy7ODKHCN,2,1,When the Soviet Union collapsed this resulted in the loss of a vast amount of country assets ranging from industries such as oil and gas to media companies that were privatized.,"After the collapse of the Soviet Union, a vast amounts of individual countries' assets were lost, including their gas and oil industries, while other assets, like media companies, were privatized.",As above.
5,18,R_2IwbQBIy7ODKHCN,3,2,In theory privatization was meant to distribute ownership among all citizens in a more fair manner.,"Privatization was supposed to distribute ownership of these assets among all citizens, in a more fair manner, in theory anyway.",As above.
5,18,R_2IwbQBIy7ODKHCN,4,3,"However, this practice produced a small group of well connected businessmen who acquired major enterprises at a small price.","However, in reality, it allocated the acquisition of major enterprises to a small group of well connected businessmen, at low cost.",As above.
5,18,R_2IwbQBIy7ODKHCN,5,4,A key moment during this transition was the “loans for shares” program of the mid 1990s when the government auctioned stakes in large companies in exchange for short term loans while attempting to manage the fiscal crisis.,"During the mid 1990s, in an effort to manage the fiscal crisis, the government auctioned stakes in large companies in exchange for short term loans. They called this program ""loans for shares"".",As above.
5,18,R_2IwbQBIy7ODKHCN,6,5,Political insiders with connections often won these auctions which consolidated control over the lucrative industries responsible for controlling Russia's natural resources.,These auctions were often won by political insiders with connections and these insiders consolidated control over the lucrative industries in control of Russia's natural resources.,As above.
5,18,R_2IwbQBIy7ODKHCN,7,6,"In addition, weak regulatory institutions and an underdeveloped legal system allowed wealth to grow.","During this time, an underdeveloped legal system and weak regulatory institutions allowed wealth to continue to amass.",See explanation above for sentence 1.
5,18,R_2IwbQBIy7ODKHCN,8,7,"Russia’s economy, which was already heavily dependent on items such as oil, gas, and metals further grew fortunes as global prices rose in the 2000s.","In the 200s, global prices rose and Russia’s economy, which was already heavily dependent on items such as gas, oil, and metals continued to amass fortunes.",See reply at sentence 1.
